PAO1_ID,Name,Product.Name,GeneID.(PAO1),PA14_ID
PA3477,rhlR,transcriptional regulator RhlR,878968,PA14_19120
PA3478,rhlB,rhamnosyltransferase chain B,878954,PA14_19110
PA3479,rhlA,rhamnosyltransferase chain A,878955,PA14_19100
PA3480,,probable deoxycytidine triphosphate deaminase,878281,PA14_19090
PA3481,,conserved hypothetical protein,878282,PA14_19065
PA3482,metG,methionyl-tRNA synthetase,878831,PA14_19050
PA3483,,hypothetical protein,880026,PA14_19030
PA3484,tse3,Tse3,880027,PA14_19020
PA3485,tsi3,Tsi3,879938,PA14_19010
PA3486,vgrG4b,VgrG4b,879939,PA14_18985
PA3487,tle5,Tle5,880040,PA14_18970
PA3488,tli5,Tli5,880041,PA14_18960
PA3489,,conserved hypothetical protein,879985,PA14_18950
PA3490,,probable ferredoxin,879986,PA14_18930
PA3491,,probable ferredoxin,879869,PA14_18920
PA3492,,conserved hypothetical protein,879870,PA14_18910
PA3493,,conserved hypothetical protein,879979,PA14_18900
PA3494,,conserved hypothetical protein,879980,PA14_18890
PA3495,nth,endonuclease III,879069,PA14_18880
PA3496,,hypothetical protein,879070,PA14_18870
PA3497,,hypothetical protein,880023,
PA3498,,probable oxidoreductase,880024,
PA3499,,hypothetical protein,879914,
PA3500,,conserved hypothetical protein,879915,
PA3501,,hypothetical protein,880035,
PA3502,,hypothetical protein,880036,
PA3503,,hypothetical protein,879168,
PA3504,,probable aldehyde dehydrogenase,879169,
PA3505,,hypothetical protein,879175,
PA3506,,probable decarboxylase,879176,
PA3507,,probable short-chain dehydrogenase,879158,PA14_10840
PA3508,,probable transcriptional regulator,879159,
PA3509,,probable hydrolase,880020,
PA3510,,hypothetical protein,880021,
PA3511,,probable short-chain dehydrogenase,879160,
PA3512,,probable permease of ABC transporter,879161,
PA3513,,hypothetical protein,879966,
PA3514,,probable ATP-binding component of ABC transporter,879967,
PA3515,,hypothetical protein,879992,PA14_18860
PA3516,,probable lyase,879993,PA14_18850
PA3517,,probable lyase,879063,PA14_18830
PA3518,,hypothetical protein,879064,PA14_18820
PA3519,,hypothetical protein,878876,PA14_18810
PA3520,,hypothetical protein,878877,PA14_18800
PA3521,opmE,OpmE,878905,PA14_18790
PA3522,mexQ,MexQ,878906,PA14_18780
PA3523,mexP,MexP,879790,PA14_18760
PA3524,gloA1,lactoylglutathione lyase,879791,PA14_18750
PA3525,argG,argininosuccinate synthase,878872,PA14_18740
PA3526,motY,MotY,878873,PA14_18720
PA3527,pyrC,dihydroorotase,879809,PA14_18710
PA3528,rnt,ribonuclease T,879810,PA14_18700
PA3529,,alkylhydroperoxide reductase C,879942,PA14_18690
PA3530,bfd,bacterioferritin-associated ferredoxin Bfd,879943,PA14_18680
PA3531,bfrB,bacterioferritin,879026,PA14_18670
PA3532,,hypothetical protein,879027,PA14_18660
PA3533,grxD,GrxD,880011,PA14_18650
PA3534,,probable oxidoreductase,880012,PA14_18640
PA3535,,probable serine protease,878979,PA14_18630
PA3536,,hypothetical protein,878980,PA14_18620
PA3537,argF,"ornithine carbamoyltransferase, anabolic",878793,PA14_18610
PA3538,,probable ATP-binding component of ABC transporter,879008,PA14_18600
PA3539,,conserved hypothetical protein,879009,PA14_18590
PA3540,algD,GDP-mannose 6-dehydrogenase AlgD,879004,PA14_18580
PA3541,alg8,alginate biosynthesis protein Alg8,879005,PA14_18565
PA3542,alg44,alginate biosynthesis protein Alg44,878770,PA14_18550
PA3543,algK,alginate biosynthetic protein AlgK precursor,878771,PA14_18520
PA3544,algE,Alginate production outer membrane protein AlgE precursor,879838,PA14_18510
PA3545,algG,alginate-c5-mannuronan-epimerase AlgG,879839,PA14_18500
PA3546,algX,alginate biosynthesis protein AlgX,878551,PA14_18480
PA3547,algL,poly(beta-d-mannuronate) lyase precursor AlgL,878552,PA14_18470
PA3548,algI,alginate o-acetyltransferase AlgI,877959,PA14_18450
PA3549,algJ,alginate o-acetyltransferase AlgJ,878716,PA14_18430
PA3550,algF,alginate o-acetyltransferase AlgF,878717,PA14_18410
PA3551,algA,phosphomannose isomerase / guanosine 5'-diphospho-D-mannose pyrophosphorylase,879142,PA14_18380
PA3552,arnB,ArnB,879143,PA14_18370
PA3553,arnC,ArnC,878472,PA14_18360
PA3554,arnA,ArnA,878473,PA14_18350
PA3555,arnD,ArnD,879121,PA14_18340
PA3556,arnT,inner membrane L-Ara4N transferase ArnT,879122,PA14_18330
PA3557,arnE,ArnE,879132,PA14_18320
PA3558,arnF,ArnF,879133,PA14_18310
PA3559,,probable nucleotide sugar dehydrogenase,879827,PA14_18300
PA3560,fruA,"phosphotransferase system transporter fructose-specific IIBC component, FruA",879828,PA14_18275
PA3561,fruK,1-phosphofructokinase,880224,PA14_18260
PA3562,fruI,"phosphotransferase system transporter enzyme I, FruI",880225,PA14_18250
PA3563,fruR,fructose transport system repressor FruR,878245,PA14_18230
PA3564,,conserved hypothetical protein,878246,PA14_18210
PA3565,,probable transcriptional regulator,878684,PA14_18200
PA3566,,conserved hypothetical protein,878685,PA14_18180
PA3567,,probable oxidoreductase,878695,PA14_18160
PA3568,,probable acetyl-coa synthetase,878696,PA14_18150
PA3569,mmsB,3-hydroxyisobutyrate dehydrogenase,879097,PA14_18140
PA3570,mmsA,methylmalonate-semialdehyde dehydrogenase,878814,PA14_18120
PA3571,mmsR,transcriptional regulator MmsR,878815,PA14_18110
PA3572,,hypothetical protein,878818,PA14_18100
PA3573,,probable major facilitator superfamily (MFS) transporter,878819,PA14_18090
PA3574,nalD,NalD,880183,PA14_18080
PA3574.1,,Uncharacterized protein,,
PA3575,,hypothetical protein,880184,PA14_18060
PA3576,,hypothetical protein,879657,PA14_18050
PA3577,,hypothetical protein,879658,PA14_18040
PA3578,,conserved hypothetical protein,880177,PA14_18020
PA3579,,probable carbohydrate kinase,880178,PA14_18010
PA3580,,conserved hypothetical protein,880151,PA14_17990
PA3581,glpF,glycerol uptake facilitator protein,880152,PA14_17980
PA3582,glpK,glycerol kinase,880162,PA14_17960
PA3583,glpR,glycerol-3-phosphate regulon repressor,880163,PA14_17940
PA3584,glpD,glycerol-3-phosphate dehydrogenase,880179,PA14_17930
PA3585,glpM,membrane protein GlpM,880180,PA14_17920
PA3586,,probable hydrolase,880174,PA14_17910
PA3587,metR,transcriptional regulator MetR,880220,PA14_17900
PA3588,,probable porin,880221,PA14_17890
PA3589,,probable acyl-CoA thiolase,880206,PA14_17880
PA3590,,probable hydroxyacyl-CoA dehydrogenase,880207,PA14_17860
PA3591,,probable enoyl-CoA hydratase/isomerase,880218,PA14_17850
PA3592,,conserved hypothetical protein,880219,PA14_17820
PA3593,,probable acyl-CoA dehydrogenase,880210,PA14_17810
PA3594,,probable transcriptional regulator,880211,PA14_17790
PA3595,,probable major facilitator superfamily (MFS) transporter,880129,PA14_17780
PA3596,,probable methylated-DNA--protein-cysteine methyltransferase,880130,PA14_17760
PA3597,,probable amino acid permease,880202,PA14_17740
PA3598,,conserved hypothetical protein,880203,PA14_17730
PA3599,,probable transcriptional regulator,880141,PA14_17720
PA3600,,conserved hypothetical protein,880142,PA14_17710
PA3601,,conserved hypothetical protein,880137,PA14_17700
PA3602,,conserved hypothetical protein,880138,PA14_17690
PA3603,dgkA,diacylglycerol kinase,880149,PA14_17675
PA3604,erdR,response regulator ErdR,880150,PA14_17670
PA3605,,hypothetical protein,880194,PA14_17660
PA3606,,conserved hypothetical protein,880195,PA14_17650
PA3607,potA,polyamine transport protein PotA,880429,PA14_17640
PA3608,potB,polyamine transport protein PotB,880430,PA14_17630
PA3609,potC,polyamine transport protein PotC,880131,PA14_17620
PA3610,potD,polyamine transport protein PotD,880132,PA14_17610
PA3611,,hypothetical protein,880231,PA14_17600
PA3612,,conserved hypothetical protein,880232,PA14_17590
PA3613,,hypothetical protein,880122,PA14_17580
PA3614,,hypothetical protein,880123,PA14_17570
PA3615,,hypothetical protein,880243,PA14_17550
PA3616,,conserved hypothetical protein,880244,PA14_17540
PA3617,recA,RecA protein,880173,PA14_17530
PA3618,,conserved hypothetical protein,880187,PA14_17520
PA3619,,hypothetical protein,880188,PA14_17510
PA3620,mutS,DNA mismatch repair protein MutS,880229,PA14_17500
PA3621,fdxA,ferredoxin I,880230,PA14_17490
PA3621.1,rsmZ,regulatory RNA RsmZ,4179184,
PA3622,rpoS,sigma factor RpoS,880421,PA14_17480
PA3623,,conserved hypothetical protein,880422,PA14_17470
PA3624,pcm,L-isoaspartate protein carboxylmethyltransferase type II,880441,PA14_17460
PA3625,surE,survival protein SurE,880442,PA14_17450
PA3626,,conserved hypothetical protein,880483,PA14_17440
PA3627,ygbB,"2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",880484,PA14_17420
PA3628,,putative esterase,880458,PA14_17410
PA3629,adhC,alcohol dehydrogenase class III,880459,PA14_17400
PA3630,gfnR,glutathione-dependent formaldehyde neutralization regulator GfnR,880466,PA14_17380
PA3631,,conserved hypothetical protein,880467,PA14_17370
PA3632,,conserved hypothetical protein,880460,PA14_17350
PA3633,ygbP,4-diphosphocytidyl-2-C-methylerythritol synthase,880461,PA14_17340
PA3634,,conserved hypothetical protein,880452,PA14_17330
PA3635,eno,enolase,880453,PA14_17320
PA3636,kdsA,2-dehydro-3-deoxyphosphooctonate aldolase,880428,PA14_17310
PA3637,pyrG,CTP synthase,880546,PA14_17290
PA3638,,conserved hypothetical protein,880547,PA14_17280
PA3639,accA,acetyl-coenzyme A carboxylase carboxyl transferase (alpha subunit),880489,PA14_17270
PA3640,dnaE,"DNA polymerase III, alpha chain",880490,PA14_17260
PA3641,,probable amino acid permease,880497,PA14_17250
PA3642,rnhB,ribonuclease HII,880498,PA14_17230
PA3643,lpxB,lipid A-disaccharide synthase,880521,PA14_17220
PA3644,lpxA,UDP-N-acetylglucosamine acyltransferase,880493,PA14_17210
PA3645,fabZ,(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase,880494,PA14_17190
PA3646,lpxD,UDP-3-O-[3-hydroxylauroyl] glucosamine N-acyltransferase,880525,PA14_17180
PA3647,,probable outer membrane protein precursor,880526,PA14_17170
PA3648,opr86,outer membrane protein Opr86,880506,PA14_17150
PA3649,mucP,MucP,880507,PA14_17140
PA3650,dxr,1-deoxy-d-xylulose 5-phosphate reductoisomerase,880464,PA14_17130
PA3651,cdsA,phosphatidate cytidylyltransferase,880465,PA14_17120
PA3652,uppS,undecaprenyl pyrophosphate synthetase,880553,PA14_17110
PA3653,frr,ribosome recycling factor,880554,PA14_17100
PA3654,pyrH,uridylate kinase,880536,PA14_17080
PA3655,tsf,elongation factor Ts,880592,PA14_17070
PA3656,rpsB,30S ribosomal protein S2,880593,PA14_17060
PA3657,map,methionine aminopeptidase,880564,PA14_17050
PA3658,glnD,protein-PII uridylyltransferase,880565,PA14_17040
PA3659,,probable aminotransferase,880570,PA14_17030
PA3660,,probable sodium/hydrogen antiporter,880571,PA14_17010
PA3661,,hypothetical protein,880574,PA14_17000
PA3662,,hypothetical protein,880575,PA14_16990
PA3663,,hypothetical protein,880543,PA14_16980
PA3664,,conserved hypothetical protein,880544,PA14_16970
PA3665,,hypothetical protein,880583,PA14_16960
PA3666,dapD,tetrahydrodipicolinate succinylase,880584,PA14_16950
PA3667,,probable pyridoxal-phosphate dependent enzyme,880538,PA14_16930
PA3668,,conserved hypothetical protein,879154,PA14_16920
PA3669,,hypothetical protein,879155,PA14_16910
PA3670,,hypothetical protein,879768,PA14_16890
PA3671,,probable permease of ABC transporter,879769,PA14_16880
PA3672,,probable ATP-binding component of ABC transporter,880590,PA14_16870
PA3673,plsB,glycerol-3-phosphate acyltransferase,880591,PA14_16860
PA3674,,hypothetical protein,879773,PA14_16840
PA3675,,hypothetical protein,879774,PA14_16830
PA3676,mexK,MexK,879602,PA14_16820
PA3677,mexJ,MexJ,879603,PA14_16800
PA3678,mexL,MexL,880594,PA14_16790
PA3679,,hypothetical protein,880595,PA14_16780
PA3680,,conserved hypothetical protein,879150,PA14_16770
PA3681,,hypothetical protein,879151,PA14_16750
PA3682,,hypothetical protein,879156,PA14_16740
PA3683,,conserved hypothetical protein,879157,PA14_16730
PA3684,,hypothetical protein,879144,PA14_16720
PA3685,yeaZ,YeaZ,879145,PA14_16710
PA3686,adk,adenylate kinase,879082,PA14_16700
PA3687,ppc,phosphoenolpyruvate carboxylase,879083,PA14_16690
PA3688,,hypothetical protein,879125,PA14_16680
PA3689,,probable transcriptional regulator,879126,PA14_16670
PA3690,,probable metal-transporting P-type ATPase,879136,PA14_16660
PA3691,,hypothetical protein,879137,PA14_16640
PA3692,lptF,"Lipotoxon F, LptF",879104,PA14_16630
PA3693,,conserved hypothetical protein,879105,PA14_16620
PA3694,,hypothetical protein,879088,PA14_16610
PA3695,,hypothetical protein,879089,PA14_16600
PA3696,,conserved hypothetical protein,879093,PA14_16590
PA3697,,hypothetical protein,879094,PA14_16580
PA3698,,hypothetical protein,879134,PA14_16560
PA3699,,probable transcriptional regulator,879135,PA14_16550
PA3700,lysS,lysyl-tRNA synthetase,880383,PA14_16530
PA3701,peptide chain release factor 2(prfB),,880384,
PA3702,wspR,WspR,878337,PA14_16500
PA3703,wspF,probable methylesterase,878338,PA14_16480
PA3704,wspE,probable chemotaxis sensor/effector fusion protein,880394,PA14_16470
PA3705,wspD,hypothetical protein,880395,PA14_16460
PA3706,wspC,probable protein methyltransferase,878238,PA14_16450
PA3707,wspB,hypothetical protein,878239,PA14_16440
PA3708,wspA,probable chemotaxis transducer,880409,PA14_16430
PA3709,,probable major facilitator superfamily (MFS) transporter,880410,PA14_16410
PA3710,,probable GMC-type oxidoreductase,879119,PA14_16390
PA3711,,probable transcriptional regulator,879120,PA14_16380
PA3712,,hypothetical protein,880403,PA14_16370
PA3713,spdH,"spermidine dehydrogenase, SpdH",880404,PA14_16360
PA3714,,probable two-component response regulator,880344,PA14_16350
PA3715,,hypothetical protein,880345,PA14_16340
PA3716,,hypothetical protein,880385,PA14_16330
PA3717,,"probable peptidyl-prolyl cis-trans isomerase, FkbP-type",880386,PA14_16320
PA3718,,probable major facilitator superfamily (MFS) transporter,880375,PA14_16310
PA3719,armR,"antirepressor for MexR, ArmR",880376,PA14_16300
PA3720,,hypothetical protein,880361,PA14_16290
PA3721,nalC,NalC,880362,PA14_16280
PA3722,,hypothetical protein,880372,PA14_16270
PA3723,,probable FMN oxidoreductase,880373,PA14_16260
PA3724,lasB,elastase LasB,880368,PA14_16250
PA3725,recJ,single-stranded-DNA-specific exonuclease RecJ,880369,PA14_16220
PA3726,,conserved hypothetical protein,880374,PA14_16210
PA3727,,hypothetical protein,880348,PA14_16200
PA3728,,hypothetical protein,880349,PA14_16190
PA3729,,conserved hypothetical protein,880398,PA14_16180
PA3730,,hypothetical protein,880399,PA14_16160
PA3731,,conserved hypothetical protein,880302,PA14_16150
PA3732,,Uncharacterized protein,880303,PA14_16140
PA3733,,hypothetical protein,880326,PA14_16130
PA3734,,hypothetical protein,880327,PA14_16100
PA3735,thrC,threonine synthase,880336,PA14_16090
PA3736,hom,homoserine dehydrogenase,880337,PA14_16070
PA3737,dsbC,thiol:disulfide interchange protein DsbC,880330,PA14_16050
PA3738,xerD,integrase/recombinase XerD,880331,PA14_16040
PA3739,,probable sodium/hydrogen antiporter,880319,PA14_16030
PA3740,,hypothetical protein,880320,PA14_16020
PA3741,,hypothetical protein,880338,PA14_16010
PA3742,rplS,50S ribosomal protein L19,880339,PA14_16000
PA3743,trmD,tRNA (guanine-N1)-methyltransferase,880357,PA14_15990
PA3744,rimM,16S rRNA processing protein,880358,PA14_15980
PA3745,rpsP,30S ribosomal protein S16,880510,PA14_15970
PA3746,ffh,signal recognition particle protein Ffh,880310,PA14_15960
PA3747,,conserved hypothetical protein,880311,PA14_15940
PA3748,,conserved hypothetical protein,880304,PA14_15930
PA3749,,probable major facilitator superfamily (MFS) transporter,880305,PA14_15920
PA3750,,hypothetical protein,880454,PA14_15910
PA3751,purT,phosphoribosylglycinamide formyltransferase 2,880455,PA14_15890
PA3752,,hypothetical protein,880437,PA14_15880
PA3753,,conserved hypothetical protein,880438,PA14_15870
PA3754,,hypothetical protein,880431,PA14_15860
PA3755,,conserved hypothetical protein,880432,PA14_15850
PA3756,,hypothetical protein,880314,PA14_15840
PA3757,nagR,Transcriptional regulator of N-Acetylglucosamine catabolism operon,880315,PA14_15830
PA3758,,probable N-acetylglucosamine-6-phosphate deacetylase,880471,PA14_15820
PA3759,,probable aminotransferase,880472,PA14_15810
PA3760,,N-Acetyl-D-Glucosamine phosphotransferase system transporter,880499,PA14_15790
PA3761,nagE,N-Acetyl-D-Glucosamine phosphotransferase system transporter,880500,PA14_15780
PA3762,,hypothetical protein,879751,PA14_15770
PA3763,purL,phosphoribosylformylglycinamidine synthase,879752,PA14_15740
PA3764,,conserved hypothetical protein,880530,PA14_15720
PA3765,,hypothetical protein,880531,PA14_15710
PA3766,,probable aromatic amino acid transporter,880560,PA14_15700
PA3767,,conserved hypothetical protein,880561,PA14_15680
PA3768,,probable metallo-oxidoreductase,880551,PA14_15670
PA3769,guaA,GMP synthase,880552,PA14_15340
PA3770,guaB,inosine-5'-monophosphate dehydrogenase,880535,PA14_15310
PA3771,,probable transcriptional regulator,880579,PA14_15290
PA3772,,hypothetical protein,880580,PA14_15280
PA3773,,hypothetical protein,880598,PA14_15270
PA3774,,histone deacetylase-like amidohydrolase,880599,PA14_15260
PA3775,,hypothetical protein,880478,PA14_15250
PA3776,,probable transcriptional regulator,880479,PA14_15240
PA3777,xseA,exodeoxyribonuclease VII large subunit,878333,PA14_15230
PA3778,,probable transcriptional regulator,878334,PA14_15210
PA3779,,hypothetical protein,879148,PA14_15200
PA3780,,hypothetical protein,879149,PA14_15190
PA3781,,probable transporter,879165,PA14_15180
PA3782,,probable transcriptional regulator,879166,PA14_15150
