PA14_ID,Name,Product.Name,GeneID.(PAO1),PAO1_ID
PA14_38950,,hypothetical protein,878077,PA1977
PA14_38970,,two-component sensor,880111,PA1976
PA14_38990,,hypothetical protein,877962,PA1975
PA14_39000,,hypothetical protein,880884,PA1974
PA14_39010,pqqF,pyrroloquinoline quinone biosynthesis protein F,878011,PA1973
PA14_39020,,hypothetical protein,881487,PA1972
PA14_39050,braZ,branched-chain amino acid transport carrier,879216,PA1971
PA14_39060,,lipoprotein,880614,PA1970
PA14_39070,,hypothetical protein,878387,PA1969
PA14_39080,,hypothetical protein,878371,PA1968
PA14_39090,,hypothetical protein,877791,PA1967
PA14_39100,,hypothetical protein,877672,PA1966
PA14_39110,,hypothetical protein,882148,PA1965
PA14_39130,,ABC transporter ATP-binding protein,880663,PA1964
PA14_39140,,hypothetical protein,882041,PA1963
PA14_39150,,azoreductase,877936,PA1962
PA14_39160,,LysR family transcriptional regulator,880728,PA1961
PA14_39180,,hypothetical protein,878582,PA1960
PA14_39190,bacA,UDP pyrophosphate phosphatase,877690,PA1959
PA14_39200,,transporter,880769,PA1958
PA14_39210,,hypothetical protein,879739,PA1957
PA14_39220,,hypothetical protein,880791,PA1956
PA14_39230,,hypothetical protein,880634,PA1955
PA14_39240,,hypothetical protein,880832,PA1954
PA14_39250,,double-glycine peptidase,880801,PA1953
PA14_39260,,hypothetical protein,880731,PA1952
PA14_39270,,hypothetical protein,880745,PA1951
PA14_39280,rbsK,ribokinase,880829,PA1950
PA14_39300,rbsR,ribose operon repressor RbsR,877981,PA1949
PA14_39320,rbsC,membrane protein component of ABC ribose transporter,880795,PA1948
PA14_39330,rbsA,ribose transporter,880680,PA1947
PA14_39350,rbsB,ribose ABC transporter substrate-binding protein,878276,PA1946
PA14_39360,,sigma-54 dependent transcriptional regulator,878926,PA1945
PA14_39390,,30S ribosomal protein S6 modification protein,879995,PA1944
PA14_39410,,hypothetical protein,880691,PA1943
PA14_39420,,hypothetical protein,881774,PA1942
PA14_39440,,hypothetical protein,881869,PA1941
PA14_39460,,hypothetical protein,879429,PA1940
PA14_39470,,hypothetical protein,,
PA14_39480,,hypothetical protein,,
PA14_39500,,hypothetical protein,879221,PA1934
PA14_39520,,hydroxylase large subunit,877845,PA1933
PA14_39530,,hydroxylase molybdopterin-containing subunit,878269,PA1932
PA14_39540,,ferredoxin,879192,PA1931
PA14_39560,,chemotaxis transducer,881912,PA1930
PA14_39570,,hypothetical protein,882042,PA1929
PA14_39580,rimJ,ribosomal protein alanine acetyltransferase,882063,PA1928
PA14_39590,metE,5- methyltetrahydropteroyltriglutamate/homocysteine S-methyltransferase,877662,PA1927
PA14_39610,,hypothetical protein,882130,PA1926
PA14_39620,,hypothetical protein,882119,PA1925
PA14_39630,,hypothetical protein,878418,PA1924
PA14_39640,cobN,cobaltochelatase subunit CobN,882138,PA1923
PA14_39650,,TonB-dependent receptor,882181,PA1922
PA14_39660,,hypothetical protein,882274,PA1921
PA14_39670,,hypothetical protein,,
PA14_39690,,anaerobic ribonucleoside triphosphate reductase,882172,PA1920
PA14_39700,,hypothetical protein,,
PA14_39710,,radical SAM protein,880910,PA1919
PA14_39720,,amino acid oxidase,878625,PA1918
PA14_39730,,hypothetical protein,877823,PA1917
PA14_39750,,amino acid permease,877986,PA1916
PA14_39770,,regulatory protein,878593,PA1915
PA14_39780,,hypothetical protein,878271,PA1914
PA14_39790,,hypothetical protein,880930,PA1913
PA14_39800,,ECF subfamily RNA polymerase sigma-70 factor,878255,PA1912
PA14_39810,,transmembrane sensor,878132,PA1911
PA14_39820,,tonB-dependent receptor protein,880720,PA1910
PA14_39830,,hypothetical protein,877697,PA1909
PA14_39850,,MFS transporter,877833,PA1908
PA14_39860,,hypothetical protein,879184,PA1907
PA14_39870,,hydrolase,881995,PA1906
PA14_39880,phzG2,pyridoxamine 5'-phosphate oxidase,,
PA14_39910,phzE2,phenazine biosynthesis protein PhzE,,
PA14_39925,phzD2,phenazine biosynthesis protein PhzD,,
PA14_39945,phzC2,phenazine biosynthesis protein PhzC,,"PA1901, PA4212"
PA14_39960,phzB2,phenazine biosynthesis protein,878211,PA1900
PA14_39970,phzA2,phenazine biosynthesis protein,878477,PA1899
PA14_39980,qscR,transcriptional regulator,880650,PA1898
PA14_39990,,hypothetical protein,880632,PA1897
PA14_40010,,hypothetical protein,878630,PA1896
PA14_40020,,hypothetical protein,878075,PA1895
PA14_40030,,hypothetical protein,878929,PA1894
PA14_40040,,hypothetical protein,878539,PA1893
PA14_40050,,hypothetical protein,882161,PA1892
PA14_40060,,hypothetical protein,878094,PA1891
PA14_40070,,glutathione S-transferase,880567,PA1890
PA14_40080,,hypothetical protein,879177,PA1889
PA14_40100,,hypothetical protein,880436,PA1888
PA14_40110,,hypothetical protein,879131,PA1887
PA14_40120,polB,DNA polymerase II,878669,PA1886
PA14_40130,,hypothetical protein,878761,PA1885
PA14_40150,,transcriptional regulator,879933,PA1884
PA14_40160,,NADH-ubiquinone/plastoquinone oxidoreductase,881501,PA1883
PA14_40170,,transporter,880936,PA1882
PA14_40180,,oxidoreductase,880922,PA1881
PA14_40200,,oxidoreductase,877679,PA1880
PA14_40210,,hypothetical protein,879624,PA1879
PA14_40220,,hypothetical protein,877972,PA1878
PA14_40230,,secretion protein,883045,PA1877
PA14_40240,,ABC transporter ATP-binding protein/permease,882231,PA1876
PA14_40250,,outer membrane protein,882209,PA1875
PA14_40260,,hypothetical protein,882263,PA1874
PA14_40270,,cation transporter,878412,PA1873
PA14_40280,,hypothetical protein,881968,PA1872
PA14_40290,lasA,LasA protease,878260,PA1871
PA14_40300,,hypothetical protein,877596,PA1870
PA14_40310,,acyl carrier protein,881955,PA1869
PA14_40320,xqhA,secretion protein XqhA,878598,PA1868
PA14_40330,,hypothetical protein,878024,PA1867
PA14_40340,,hypothetical protein,,
PA14_40350,,hypothetical protein,882110,PA1866
PA14_40370,,hypothetical protein,877940,PA1865
PA14_40380,,TetR family transcriptional regulator,882107,PA1864
PA14_40390,modA,molybdate-binding periplasmic protein precursor modA,877661,PA1863
PA14_40410,modB,molybdenum transport protein ModB,882065,PA1862
PA14_40420,modC,molybdenum transport protein ModC,882019,PA1861
PA14_40430,,hypothetical protein,882068,PA1860
PA14_40440,,LysR family transcriptional regulator,882037,PA1859
PA14_40450,str,streptomycin 3''-phosphotransferase,882015,PA1858
PA14_40470,,TrkH family potassium uptake protein,,
PA14_40490,,hypothetical protein,879188,PA1857
PA14_40510,ccoN-2,cbb3-type cytochrome c oxidase subunit I,882109,PA1856
PA14_40520,,hypothetical protein,880682,PA1855
PA14_40540,,hypothetical protein,882032,PA1854
PA14_40550,,LysR family transcriptional regulator,880719,PA1853
PA14_40560,,hypothetical protein,882101,PA1852
PA14_40570,,two-component response regulator,882094,PA1851
PA14_40600,,transcriptional regulator,882070,PA1850
PA14_40610,,hypothetical protein,880644,PA1849
PA14_40620,,MFS transporter,880819,PA1848
PA14_40630,,hypothetical protein,880675,PA1847
PA14_40640,cti,cis/trans isomerase,880800,PA1846
PA14_40650,,hypothetical protein,880643,PA1845
PA14_40660,,hypothetical protein,880830,PA1844
PA14_40670,metH,B12-dependent methionine synthase,880631,PA1843
PA14_40690,,hypothetical protein,880647,PA1842
PA14_40700,,hypothetical protein,880753,PA1841
PA14_40710,,hypothetical protein,880616,PA1840
PA14_40730,,ribosomal RNA large subunit methyltransferase N,880671,PA1839
PA14_40740,,hypothetical protein,,
PA14_40750,,hypothetical protein,,
PA14_40770,cysI,sulfite reductase,878581,PA1838
PA14_40780,,hypothetical protein,880640,PA1837
PA14_40790,,transcriptional regulator,880628,PA1836
PA14_40800,,hypothetical protein,878061,PA1835
PA14_40820,,hydrolase,,
PA14_40830,,oxidoreductase,882003,PA1833
PA14_40840,,periplasmic protease,880624,PA1832
PA14_40850,,hypothetical protein,877598,PA1831
PA14_40860,,hypothetical protein,881929,PA1830
PA14_40880,,hypothetical protein,881524,PA1829
PA14_40890,,short chain dehydrogenase,881724,PA1828
PA14_40900,,short-chain dehydrogenase,881733,PA1827
PA14_40910,,LysR family transcriptional regulatory protein,881785,PA1826
PA14_40930,,hypothetical protein,881802,PA1825
PA14_40940,,hypothetical protein,880290,PA1824
PA14_40950,nudC,NADH pyrophosphatase,880282,PA1823
PA14_40960,,pilin biosynthetic protein,881776,PA1822
PA14_40980,,enoyl-CoA hydratase,877747,PA1821
PA14_41000,nhaB,sodium/proton antiporter,877826,PA1820
PA14_41010,,amino acid permease,879555,PA1819
PA14_41020,,Orn/Arg/Lys decarboxylase,878596,PA1818
PA14_41030,,hypothetical protein,877725,PA1817
PA14_41050,dnaQ,DNA polymerase III subunit epsilon,877654,PA1816
PA14_41060,rnhA,ribonuclease H,878252,PA1815
PA14_41070,,hypothetical protein,880626,PA1814
PA14_41080,,hydroxyacylglutathione hydrolase,878377,PA1813
PA14_41090,mltD,membrane-bound lytic murein transglycosylase D,878304,PA1812
PA14_41110,nppA1,ABC transporter substrate-binding protein NppA1,878407,PA1811
PA14_41130,nppA2,ABC transporter substrate-binding protein NppA2,880658,PA1810
PA14_41140,nppB,peptidyl nucleoside antibiotic ABC transporter permease NppB,878361,PA1809
PA14_41150,nppC,peptidyl nucleoside antibiotic ABC transporter permease NppC,881977,PA1808
PA14_41160,nppD,peptidyl nucleoside antibiotic ABC transporter ATP-binding protein NppD,878351,PA1807
PA14_41170,fabI,NADH-dependent enoyl-ACP reductase,878311,PA1806
PA14_41190,ppiD,peptidyl-prolyl cis-trans isomerase D,878369,PA1805
PA14_41200,,tRNA-Asp,,
PA14_41210,hupB,DNA-binding protein HU,878308,PA1804
PA14_41220,lon,Lon protease,877926,PA1803
PA14_41230,clpX,ATP-dependent protease ATP-binding subunit ClpX,878307,PA1802
PA14_41240,clpP,ATP-dependent Clp protease proteolytic subunit,878359,PA1801
PA14_41250,tig,trigger factor,877637,PA1800
PA14_41260,,two-component response regulator,878354,PA1799
PA14_41270,,two-component sensor,878335,PA1798
PA14_41280,,beta-lactamase,878296,PA1797
PA14_41290,,hypothetical protein,,
PA14_41300,,hypothetical protein,,
PA14_41320,,tRNA-Leu,,
PA14_41330,,tRNA-His,,
PA14_41340,,tRNA-Arg,,
PA14_41350,folD,"bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase",880636,PA1796
PA14_41360,cysS,cysteinyl-tRNA synthetase,880609,PA1795
PA14_41380,glnS,glutaminyl-tRNA synthetase,878828,PA1794
PA14_41390,ppiB,peptidyl-prolyl cis-trans isomerase B,880667,PA1793
PA14_41400,,"UDP-2,3-diacylglucosamine hydrolase",878790,PA1792
PA14_41420,,hypothetical protein,879958,PA1791
PA14_41430,,hypothetical protein,879935,PA1790
PA14_41440,,hypothetical protein,878755,PA1789
PA14_41450,,hypothetical protein,879746,PA1788
PA14_41470,acnB,bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase,879984,PA1787
PA14_41480,nasS,hypothetical protein,879971,PA1786
PA14_41490,nasT,hypothetical protein,879976,PA1785
PA14_41500,,lyase,880007,PA1784
PA14_41510,nasA,nitrate transporter,877748,PA1783
PA14_41520,,serine/threonine-protein kinase,878606,PA1782
PA14_41530,nirB,assimilatory nitrite reductase large subunit,877714,PA1781
PA14_41540,nirD,assimilatory nitrite reductase small subunit,878289,PA1780
PA14_41560,,assimilatory nitrate reductase,878151,PA1779
PA14_41563,cobA,uroporphyrin-III C-methyltransferase,877770,PA1778
PA14_41570,oprF,major porin and structural outer membrane porin OprF precursor,878442,PA1777
PA14_41575,sigX,RNA polymerase sigma factor SigX,878527,PA1776
PA14_41590,,cytoplasmic membrane protein,877590,PA1775
PA14_41610,,hypothetical protein,878580,PA1774
PA14_41630,,cytoplasmic membrane-associated protein,880766,PA1773
PA14_41640,,ribonuclease activity regulator protein RraA,880779,PA1772
PA14_41650,,esterase,878175,PA1771
PA14_41670,ppsA,phosphoenolpyruvate synthase,878597,PA1770
PA14_41680,,hypothetical protein,880724,PA1769
PA14_41690,,hypothetical protein,880715,PA1768
PA14_41710,,hypothetical protein,880717,PA1767
PA14_41730,,hypothetical protein,877800,PA1766
PA14_41740,,hypothetical protein,878293,PA1765
PA14_41750,,hypothetical protein,877939,PA1764
PA14_41760,,hypothetical protein,878031,PA1763
PA14_41780,,hypothetical protein,877925,PA1762
PA14_41790,,hypothetical protein,880932,PA1761
PA14_41800,,transcriptional regulator,880934,PA1760
PA14_41810,,transcriptional regulator,878000,PA1759
PA14_41820,pabB,para-aminobenzoate synthase component I,879428,PA1758
PA14_41830,thrH,phosphoserine phosphatase,877969,PA1757
PA14_41840,cysH,phosphoadenosine phosphosulfate reductase,878560,PA1756
PA14_41860,,hypothetical protein,879771,PA1755
PA14_41870,cysB,transcriptional regulator CysB,883007,PA1754
PA14_41880,,universal stress protein,883131,PA1753
PA14_41900,panE,2-dehydropantoate 2-reductase,883128,PA1752
PA14_41910,,hypothetical protein,883073,PA1751
PA14_41920,aroF-1,phospho-2-dehydro-3-deoxyheptonate aldolase,882053,PA1750
PA14_41930,,hypothetical protein,882108,PA1749
PA14_41950,,enoyl-CoA hydratase,882129,PA1748
PA14_41960,,hypothetical protein,882082,PA1747
PA14_41970,,hypothetical protein,880666,PA1746
PA14_41980,,hypothetical protein,881939,PA1745
PA14_41990,,hypothetical protein,881964,PA1744
PA14_42000,,hypothetical protein,881953,PA1743
PA14_42010,,amidotransferase,882018,PA1742
PA14_42020,,hypothetical protein,880692,PA1741
PA14_42030,,hypothetical protein,878535,PA1740
PA14_42050,,oxidoreductase,882050,PA1739
PA14_42060,,transcriptional regulator,882035,PA1738
PA14_42080,,3-hydroxyacyl-CoA dehydrogenase,878600,PA1737
PA14_42090,,acetyl-CoA acetyltransferase,879646,PA1736
PA14_42100,,hypothetical protein,879718,PA1735
PA14_42120,,hypothetical protein,877587,PA1734
PA14_42130,,hypothetical protein,878193,PA1733
PA14_42140,,transglutaminase,878043,PA1732
PA14_42150,,hypothetical protein,877719,PA1731
PA14_42160,,hypothetical protein,880906,PA1730
PA14_42180,,hypothetical protein,877965,PA1729
PA14_42200,,hypothetical protein,879468,PA1728
PA14_42220,,membrane sensor domain-containing protein,881914,PA1727
PA14_42230,bglX,beta-glucosidase,877660,PA1726
PA14_42250,pscL,type III secretion system protein,880738,PA1725
PA14_42260,pscK,PscK type III export protein,880809,PA1724
PA14_42270,pscJ,pscJ type III export protein,881901,PA1723
PA14_42280,pscI,type III export protein PscI,879567,PA1722
PA14_42290,pscH,type III export protein PscH,880612,PA1721
PA14_42300,pscG,type III export protein PscG,881982,PA1720
PA14_42310,pscF,type III export protein PscF,879634,PA1719
PA14_42320,pscE,type III export protein PscE,881908,PA1718
PA14_42340,pscD,type III export protein PscD,877924,PA1717
PA14_42350,pscC,Type III secretion outer membrane protein PscC precursor,881978,PA1716
PA14_42360,pscB,type III export apparatus protein,879568,PA1715
PA14_42380,,hypothetical protein,880880,PA1714
PA14_42390,exsA,transcriptional regulator ExsA,879712,PA1713
PA14_42400,exsB,exoenzyme S synthesis protein B,878557,PA1712
PA14_42410,,hypothetical protein,880941,PA1711
PA14_42430,exsC,exoenzyme S synthesis protein C,878452,PA1710
PA14_42440,popD,translocator outer membrane protein PopD precursor,879358,PA1709
PA14_42450,popB,translocator protein PopB,880867,PA1708
PA14_42460,pcrH,regulatory protein PcrH,879267,PA1707
PA14_42470,pcrV,type III secretion protein PcrV,882997,PA1706
PA14_42480,pcrG,regulator in type III secretion,879383,PA1705
PA14_42490,pcrR,transcriptional regulator protein PcrR,879260,PA1704
PA14_42500,pcrD,type III secretory apparatus protein PcrD,878081,PA1703
PA14_42510,,hypothetical protein,877803,PA1702
PA14_42520,,hypothetical protein,878430,PA1701
PA14_42530,,type III secretion protein,878424,PA1700
PA14_42540,,protein in type III secretion,877934,PA1699
PA14_42550,popN,Type III secretion outer membrane protein PopN precursor,879266,PA1698
PA14_42570,pscN,type III secretion system ATPase,879763,PA1697
PA14_42580,pscO,translocation protein in type III secretion,878091,PA1696
PA14_42600,pscP,translocation protein in type III secretion,883100,PA1695
PA14_42610,pscQ,type III secretion system protein,883123,PA1694
PA14_42620,pscR,type III secretion system protein,879755,PA1693
PA14_42630,,translocation protein in type III secretion,878528,PA1692
PA14_42640,pscT,translocation protein in type III secretion,877821,PA1691
PA14_42660,pscU,translocation protein in type III secretion,879536,PA1690
PA14_42670,,hypothetical protein,879257,PA1689
PA14_42680,,hypothetical protein,877831,PA1688
PA14_42690,speE,spermidine synthase,883061,PA1687
PA14_42700,alkA,DNA-3-methyladenine glycosidase II,878163,PA1686
PA14_42710,,hypothetical protein,881197,PA2170
PA14_42720,masA,enolase-phosphatase,878111,PA1685
PA14_42730,,oxidase,877764,PA1684
PA14_42740,,methylthioribulose-1-phosphate dehydratase,877627,PA1683
PA14_42750,,MFS metabolite transporter,879440,PA1682
PA14_42760,aroC,chorismate synthase,879481,PA1681
PA14_42770,,hypothetical protein,883028,PA1680
PA14_42780,,hypothetical protein,883102,PA1679
PA14_42790,,N5-glutamine S-adenosyl-L-methionine-dependent methyltransferase,878096,PA1678
PA14_42820,,isochorismatase family hydrolase,878547,PA1677
PA14_42830,,hypothetical protein,883063,PA1676
PA14_42840,,hypothetical protein,883104,PA1675
PA14_42850,folE,GTP cyclohydrolase I,879308,PA1674
PA14_42860,,hypothetical protein,879280,PA1673
PA14_42870,,hypothetical protein,883025,PA1672
PA14_42880,stk1,Stk1,883070,PA1671
PA14_42890,stp1,Stp1,882277,PA1670
PA14_42900,icmF2,IcmF2,882077,PA1669
PA14_42910,dotU2,DotU2,882100,PA1668
PA14_42920,hsiJ2,HsiJ2,881962,PA1667
PA14_42940,lip2.1,Lip2.2,882020,PA1666
PA14_42950,fha2,Fha2,881944,PA1665
PA14_42960,lip2.2,Lip2.2,880635,PA1664
PA14_42970,sfa2,Sfa2,880608,PA1663
PA14_42980,clpV2,ClpV2,878010,PA1662
PA14_42990,hsiH2,HsiH2,880788,PA1661
PA14_43000,hsiG2,HsiG2,880603,PA1660
PA14_43020,,hypothetical protein,880734,PA1659
PA14_43030,hsiC2,HsiC2,879592,PA1658
PA14_43040,hsiB2,HsiB2,879559,PA1657
PA14_43050,hsiA2,HsiA2,882166,PA1656
PA14_43070,hcp2,Hcp2,,"PA0263, PA1512, PA5267"
PA14_43080,vgrG14,VgrG14,,
PA14_43090,,hypothetical protein,,
PA14_43100,rhsP2,RhsP2,,
PA14_43110,,glutathione S-transferase,882280,PA1655
PA14_43130,,aminotransferase,881937,PA1654
PA14_43140,,MarR family transcriptional regulator,880610,PA1653
PA14_43150,,hypothetical protein,877950,PA1652
PA14_43160,,transporter,878166,PA1651
